id,symbol,name,marketcap
2161,VIVIDHA,Visagar Polytex Limited,3073
2162,KCK,Kck Industries Limited,3069
2163,SABAR,Sabar Flex India Limited,2984
2164,AGUL,A G Universal Limited,2981
2165,FSC,Future Supply Chain Solutions Limited,2918
2166,GATECH,GACM Technologies Limited,2863
2167,IMPEXFERRO,Impex Ferro Tech Limited,2858
2168,QFIL,Quality Foils (India) Limited,2823
2169,KHAITANLTD,Khaitan (India) Limited,2769
2170,NARMADA,Narmada Agrobase Limited,2757
2171,FEL,Future Enterprises Limited,2730
2172,GRETEX,Gretex Industries Limited,2727
2173,VIJIFIN,Viji Finance Limited,2723
2174,BOHRAIND,Bohra Industries Limited,2695
2175,MOXSH,Moxsh Overseas Educon Limited,2689
2176,MOHITIND,Mohit Industries Limited,2683
2177,VILINBIO,Vilin Bio Med Limited,2651
2178,HRHNEXT,HRH Next Services Limited,2624
2179,SUNREST,Sunrest Lifescience Limited,2620
2180,SPRL,Sp Refractories Limited,2603
2181,SUMEETINDS,Sumeet Industries Limited,2591
2182,HYBRIDFIN,Hybrid Financial Services Limited,2576
2183,VERA,Vera Synthetic Limited,2566
2184,SAHAJ,Sahaj Fashions Limited,2548
2185,GOENKA,Goenka Diamond and Jewels Limited,2536
2186,QUADPRO,Quadpro Ites Limited,2502
2187,ANTGRAPHIC,Antarctica Limited,2480
2188,INDIFRA,Indifra Limited,2446
2189,ORIENTALTL,Oriental Trimex Limited,2440
2190,LCCINFOTEC,LCC Infotech Limited,2405
2191,LRRPL,Lead Reclaim And Rubber Products Limited,2386
2192,MASKINVEST,Mask Investments Limited,2347
2193,OLIL,Oneclick Logistics India Limited,2342
2194,KAVVERITEL,Kavveri Telecom Products Limited,2334
2195,MITTAL,Mittal Life Style Limited,2315
2196,GUJRAFFIA,Gujarat Raffia Industries Limited,2313
2197,KSHITIJPOL,Kshitij Polyline Limited,2305
2198,CONTI,Continental Seeds and Chemicals Limited,2296
2199,GLFL,Gujarat Lease Financing Limited,2265
2200,NTL,Neueon Towers Limited,2234
2201,CALSOFT,California Software Company Limited,2172
2202,AILIMITED,Abhishek Integrations Limited,2162
2203,KANDARP,Kandarp Digi Smart BPO Limited,2145
2204,PLADAINFO,Plada Infotech Services Limited,2118
2205,MTEDUCARE,MT Educare Limited,2095
2206,WINSOME,Winsome Yarns Limited,2086
2207,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,2073
2208,DRL,Dhanuka Realty Limited,2040
2209,BRIGHT,Bright Solar Limited,2037
2210,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,1955
2211,TVVISION,TV Vision Limited,1898
2212,VCL,Vaxtex Cotfab Limited,1746
2213,TRANSWIND,Transwind Infrastructures Limited,1716
2214,DIGJAMLMTD,Digjam Limited,1673
2215,RITEZONE,Rite Zone Chemcon India Limited,1665
2216,METALFORGE,Metalyst Forgings Limited,1633
2217,SHANTI,Shanti Overseas (India) Limited,1633
2218,LYPSAGEMS,Lypsa Gems & Jewellery Limited,1607
2219,RICHA,Richa Info Systems Limited,1592
2220,MANAV,Manav Infra Projects Limited,1538
2221,NORBTEAEXP,Norben Tea & Exports Limited,1528
2222,TARAPUR,Tarapur Transformers Limited,1511
2223,BLUECHIP,Blue Chip India Limited,1493
2224,VIVO,Vivo Collaboration Solutions Limited,1474
2225,ORTINLAB,Ortin Laboratories Limited,1427
2226,SAROJA,Saroja Pharma Industries India Limited,1411
2227,JAKHARIA,JAKHARIA FABRIC LIMITED,1382
2228,MPTODAY,Madhya Pradesh Today Media Limited,1377
2229,SILLYMONKS,Silly Monks Entertainment Limited,1353
2230,EUROTEXIND,Eurotex Industries and Exports Limited,1317
2231,AMIABLE,Amiable Logistics (India) Limited,1311
2232,UMESLTD,Usha Martin Education & Solutions Limited,1228
2233,OMKARCHEM,Omkar Speciality Chemicals Limited,1194
2234,KALYANI,Kalyani Commercials Limited,1193
2235,ARENTERP,Rajdarshan Industries Limited,1181
2236,BKMINDST,Bkm Industries Limited,1180
2237,NIRAJISPAT,Niraj Ispat Industries Limited,1148
2238,INNOVATIVE,Innovative Tyres and Tubes Limited,1044
2239,ACCORD,Accord Synergy Limited,1024
2240,SHYAMTEL,Shyam Telecom Limited,1009
2241,SMVD,SMVD Poly Pack Limited,933
2242,DCMFINSERV,DCM Financial Services Limited,883
2243,PREMIER,Premier Limited,881
2244,CREATIVEYE,Creative Eye Limited,852
2245,AHIMSA,Ahimsa Industries Limited,848
2246,ABNINT,A B N Intercorp Limited,839
2247,ALPSINDUS,Alps Industries Limited,743
2248,MELSTAR,Melstar Information Technologies Limited,671
2249,JALAN,Jalan Transolutions (India) Limited,640
2250,SABEVENTS,Sab Events & Governance Now Media Limited,529
2251,SANCO,Sanco Industries Limited,523
2252,BHALCHANDR,Bhalchandram Clothing Limited,476
2253,LAKPRE,Lakshmi Precision Screws Limited,449
2254,VASA,Vasa Retail and Overseas Ltd,339
2255,CMMIPL,CMM Infraprojects Limited,251
2256,ABHISHEK,Abhishek Corporation Limited,0
2257,AHLWEST,Asian Hotels (West) Limited,0
2258,AIFL,Ashapura Intimates Fashion Limited,0
2259,AJRINFRA,AJR INFRA AND TOLLING LIMITED,0
2260,ALCHEM,Alchemist Limited,0
2261,AMJUMBO,A and M Jumbo Bags Limited,0
2262,ANSALAPI,Ansal Properties & Infrastructure Limited,0
2263,ARCOTECH,Arcotech Limited,0
2264,ARTEDZ,Artedz Fabs Limited,0
2265,ASIL,Amit Spinning Industries Limited,0
2266,ATCOM,Atcom Technologies Limited,0
2267,ATLASCYCLE,Atlas Cycles (Haryana) Limited,0
2268,ATNINTER,ATN International Limited,0
2269,BALLARPUR,Ballarpur Industries Limited,0
2270,BANSAL,Bansal Multiflex Limited,0
2271,BGLOBAL,Bharatiya Global Infomedia Limited,0
2272,BHARATIDIL,Bharati Defence and Infrastructure Limited,0
2273,BILENERGY,Bil Energy Systems Limited,0
2274,BIRLATYRE,Birla Tyres Limited,0
2275,BLUEBLENDS,Blue Blends (I) Limited,0
2276,BLUECOAST,Blue Coast Hotels Limited,0
2277,BRFL,Bombay Rayon Fashions Limited,0
2278,CANDC,C & C Constructions Limited,0
2279,CCCL,Consolidated Construction Consortium Limited,0
2280,CELESTIAL,Celestial Biolabs Limited,0
2281,CKFSL,Cox & Kings Financial Service Limited,0
2282,CMICABLES,CMI Limited,0
2283,CURATECH,Cura Technologies Limited,0
2284,DHARSUGAR,Dharani Sugars & Chemicals Limited,0
2285,DQE,DQ Entertainment (International) Limited,0
2286,DSKULKARNI,DS Kulkarni Developers Limited,0
2287,EASTSILK,Eastern Silk Industries Limited,0
2288,EASTSUGIND,Eastern Sug & Inds Limited,0
2289,EASUNREYRL,Easun Reyrolle Limited,0
2290,EON,Eon Electric Limited,0
2291,EUROCERA,Euro Ceramics Limited,0
2292,EUROMULTI,Euro Multivision Limited,0
2293,FEDDERELEC,Fedders Electric and Engineering Limited,0
2294,FIVECORE,Five Core Electronics Limited,0
2295,GAMMONIND,Gammon India Limited,0
2296,GANGOTRI,Gangotri Textiles Limited,0
2297,GAYAHWS,Gayatri Highways Limited,0
2298,GAYAPROJ,Gayatri Projects Limited,0
2299,GBGLOBAL,GB Global Limited,0
2300,GFSTEELS,Grand Foundry Limited,0
2301,GITANJALI,Gitanjali Gems Limited,0
2302,HDIL,Housing Development and Infrastructure Limited,0
2303,HINDNATGLS,Hindusthan National Glass & Industries Limited,0
2304,ICSA,ICSA (India) Limited,0
2305,INDLMETER,IMP Powers Limited,0
2306,INDOSOLAR,Indosolar Limited,0
2307,INDUSFILA,Indus Fila Limited,0
2308,INFOMEDIA,Infomedia Press Limited,0
2309,INSPIRISYS,Inspirisys Solutions Limited,0
2310,IVRCLINFRA,IVRCL Limited,0
2311,JAINSTUDIO,Jain Studios Limited,0
2312,JBFIND,JBF Industries Limited,0
2313,JIKIND,JIK Industries Limited,0
2314,JINDCOT,Jindal Cotex Limited,0
2315,JPINFRATEC,Jaypee Infratech Limited,0
2316,KGL,Karuturi Global Limited,0
2317,KSERASERA,KSS Limited,0
2318,KSK,KSK Energy Ventures Limited,0
2319,LAKSHMIEFL,Lakshmi Energy and Foods Limited,0
2320,LEEL,LEEL Electricals Limited,0
2321,MANPASAND,Manpasand Beverages Limited,0
2322,MCDHOLDING,McDowell Holdings Limited,0
2323,MERCATOR,Mercator Limited,0
2324,METKORE,Metkore Alloys & Industries Limited,0
2325,MVL,MVL Limited,0
2326,NAKODA,Nakoda Limited,0
2327,NITINFIRE,Nitin Fire Protection Industries Limited,0
2328,NUTEK,Nu Tek India Limited,0
2329,OPAL,Opal Luxury Time Products Limited,0
2330,OPTOCIRCUI,Opto Circuits (India) Limited,0
2331,ORTEL,Ortel Communications Limited,0
2332,PDPL,Parenteral Drugs (India) Limited,0
2333,PENTAGOLD,Penta Gold Limited,0
2334,PINCON,Pincon Spirit Limited,0
2335,PRATIBHA,Pratibha Industries Limited,0
2336,PUNJLLOYD,Punj Lloyd Limited,0
2337,QUINTEGRA,Quintegra Solutions Limited,0
2338,RADAAN,Radaan Mediaworks India Limited,0
2339,RAINBOWPAP,Rainbow Papers Limited,0
2340,RAJVIR,Rajvir Industries Limited,0
2341,RCOM,Reliance Communications Limited,0
2342,RELCAPITAL,Reliance Capital Limited,0
2343,RMCL,Radha Madhav Corporation Limited,0
2344,RMMIL,Resurgere Mines & Minerals Limited,0
2345,RNAVAL,Reliance Naval and Engineering Limited,0
2346,ROLTA,Rolta India Limited,0
2347,RUSHABEAR,Rushabh Precision Bearings Limited,0
2348,SABTN,Sri Adhikari Brothers Television Network Limited,0
2349,SANWARIA,Sanwaria Consumer Limited,0
2350,SATHAISPAT,Sathavahana Ispat Limited,0
2351,SBIHOMEFIN,SBI Home Finance Limited,0
2352,SETUINFRA,Setubandhan Infrastructure Limited,0
2353,SHIRPUR-G,Shirpur Gold Refinery Limited,0
2354,SIIL,Supreme (India) Impex Limited,0
2355,SKIL,SKIL Infrastructure Limited,0
2356,SKSTEXTILE,SKS Textiles Limited,0
2357,SONISOYA,Soni Soya Products Limited,0
2358,SPENTEX,Spentex Industries Limited,0
2359,SRIRAM,Shri Ram Switchgears Limited,0
2360,SSINFRA,S.S. Infrastructure Development Consultants Limited,0
2361,SUPREMEENG,Supreme Engineering Limited,0
2362,TALWALKARS,Talwalkars Better Value Fitness Limited,0
2363,TALWGYM,Talwalkars Healthclubs Limited,0
2364,TANTIACONS,Tantia Constructions Limited,0
2365,TCIFINANCE,TCI Finance Limited,0
2366,TECHNOFAB,Technofab Engineering Limited,0
2367,TULSI,Tulsi Extrusions Limited,0
2368,UJAAS,Ujaas Energy Limited,0
2369,UNIPLY,Uniply Industries Limited,0
2370,UNITY,Unity Infraprojects Limited,0
2371,UNIVAFOODS,Univa Foods Limited,0
2372,VALECHAENG,Valecha Engineering Limited,0
2373,VALUEIND,Value Industries Limited,0
2374,VICEROY,Viceroy Hotels Limited,0
2375,VIDEOIND,Videocon Industries Limited,0
2376,VISASTEEL,Visa Steel Limited,0
2377,VISUINTL,Visu International Limited,0
2378,VIVIMEDLAB,Vivimed Labs Limited,0
2379,ZICOM,Zicom Electronic Security Systems Limited,0
